Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
12,"[shell32.dll]",4,0,0.01,0.00,"shell32.dll",
13,"[comdlg32.dll]",3,0,0.01,0.00,"comdlg32.dll",
14,"[uxtheme.dll]",3,3,0.01,0.01,"uxtheme.dll",
13,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
14,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
15,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
16,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
17,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
18,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
19,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
20,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
21,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
22,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
23,"[shell32.dll]",1,1,0.00,0.00,"shell32.dll",
10,"[policymanager.dll]",40,0,0.10,0.00,"policymanager.dll",
11,"[policymanager.dll]",40,0,0.10,0.00,"policymanager.dll",
12,"[policymanager.dll]",40,1,0.10,0.00,"policymanager.dll",
13,"[KernelBase.dll]",29,29,0.07,0.07,"KernelBase.dll",
13,"[policymanager.dll]",10,0,0.02,0.00,"policymanager.dll",
14,"[KernelBase.dll]",6,6,0.01,0.01,"KernelBase.dll",
14,"[policymanager.dll]",4,0,0.01,0.00,"policymanager.dll",
15,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
15,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
10,"[dui70.dll]",24,0,0.06,0.00,"dui70.dll",
11,"[dui70.dll]",23,0,0.06,0.00,"dui70.dll",
12,"[dui70.dll]",22,2,0.05,0.00,"dui70.dll",
13,"[dui70.dll]",18,3,0.04,0.01,"dui70.dll",
14,"[dui70.dll]",14,4,0.03,0.01,"dui70.dll",
15,"[dui70.dll]",8,1,0.02,0.00,"dui70.dll",
16,"[dui70.dll]",6,1,0.01,0.00,"dui70.dll",
17,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
18,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
19,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
20,"[shell32.dll]",5,0,0.01,0.00,"shell32.dll",
21,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
22,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
23,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
24,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
25,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
26,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
27,"[gdi32.dll]",3,3,0.01,0.01,"gdi32.dll",
27,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
28,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
29,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
25,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
16,"[shell32.dll]",1,0,0.00,0.00,"shell32.dll",
17,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
18,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
19,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
20,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
21,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
15,"[shell32.dll]",1,0,0.00,0.00,"shell32.dll",
16,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
17,"[duser.dll]",1,1,0.00,0.00,"duser.dll",
15,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
14,"[shell32.dll]",1,0,0.00,0.00,"shell32.dll",
15,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
16,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
17,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
18,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
13,"[shell32.dll]",1,0,0.00,0.00,"shell32.dll",
14,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
15,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
13,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
14,"[duser.dll]",1,1,0.00,0.00,"duser.dll",
12,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
11,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
10,"[clbcatq.dll]",23,0,0.06,0.00,"clbcatq.dll",
11,"[clbcatq.dll]",23,0,0.06,0.00,"clbcatq.dll",
12,"[clbcatq.dll]",23,0,0.06,0.00,"clbcatq.dll",
13,"[clbcatq.dll]",23,0,0.06,0.00,"clbcatq.dll",
14,"[clbcatq.dll]",20,0,0.05,0.00,"clbcatq.dll",
15,"[clbcatq.dll]",19,0,0.05,0.00,"clbcatq.dll",
16,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
17,"[clbcatq.dll]",15,0,0.04,0.00,"clbcatq.dll",
18,"[KernelBase.dll]",10,10,0.02,0.02,"KernelBase.dll",
18,"[clbcatq.dll]",5,0,0.01,0.00,"clbcatq.dll",
19,"[KernelBase.dll]",5,5,0.01,0.01,"KernelBase.dll",
17,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
17,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
16,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
15,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
14,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
14,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
10,"[twinapi.appcore.dll]",7,0,0.02,0.00,"twinapi.appcore.dll",
11,"[twinapi.appcore.dll]",7,0,0.02,0.00,"twinapi.appcore.dll",
12,"[twinapi.appcore.dll]",7,0,0.02,0.00,"twinapi.appcore.dll",
13,"[twinapi.appcore.dll]",5,0,0.01,0.00,"twinapi.appcore.dll",
14,"[twinapi.appcore.dll]",5,0,0.01,0.00,"twinapi.appcore.dll",
15,"[twinapi.appcore.dll]",3,0,0.01,0.00,"twinapi.appcore.dll",
16,"[twinapi.appcore.dll]",3,0,0.01,0.00,"twinapi.appcore.dll",
17,"[twinapi.appcore.dll]",1,0,0.00,0.00,"twinapi.appcore.dll",
18,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
17,"[ucrtbase.dll]",1,1,0.00,0.00,"ucrtbase.dll",
17,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
15,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
13,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
13,"[combase.dll]",1,0,0.00,0.00,"combase.dll",
14,"[twinapi.appcore.dll]",1,1,0.00,0.00,"twinapi.appcore.dll",
10,"[thumbcache.dll]",5,0,0.01,0.00,"thumbcache.dll",
11,"[gdi32.dll]",4,4,0.01,0.01,"gdi32.dll",
11,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
10,"[safemon.dll]",4,0,0.01,0.00,"safemon.dll",
11,"[KernelBase.dll]",4,4,0.01,0.01,"KernelBase.dll",
9,"[comdlg32.dll]",34,0,0.08,0.00,"comdlg32.dll",
10,"[comdlg32.dll]",29,0,0.07,0.00,"comdlg32.dll",
11,"[comdlg32.dll]",27,0,0.06,0.00,"comdlg32.dll",
12,"[comdlg32.dll]",24,0,0.06,0.00,"comdlg32.dll",
13,"[combase.dll]",23,8,0.06,0.02,"combase.dll",
14,"[clbcatq.dll]",15,0,0.04,0.00,"clbcatq.dll",
15,"[clbcatq.dll]",15,0,0.04,0.00,"clbcatq.dll",
16,"[clbcatq.dll]",15,0,0.04,0.00,"clbcatq.dll",
17,"[clbcatq.dll]",15,0,0.04,0.00,"clbcatq.dll",
18,"[clbcatq.dll]",14,0,0.03,0.00,"clbcatq.dll",
19,"[clbcatq.dll]",13,0,0.03,0.00,"clbcatq.dll",
20,"[clbcatq.dll]",13,0,0.03,0.00,"clbcatq.dll",
21,"[clbcatq.dll]",9,0,0.02,0.00,"clbcatq.dll",
22,"[KernelBase.dll]",7,7,0.02,0.02,"KernelBase.dll",
22,"[clbcatq.dll]",2,0,0.00,0.00,"clbcatq.dll",
23,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
21,"[KernelBase.dll]",4,4,0.01,0.01,"KernelBase.dll",
19,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
18,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
13,"[shell32.dll]",1,1,0.00,0.00,"shell32.dll",
12,"[propsys.dll]",2,2,0.00,0.00,"propsys.dll",
12,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
11,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
11,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
10,"[ntdll.dll]",4,4,0.01,0.01,"ntdll.dll",
10,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
9,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
10,"[dui70.dll]",7,0,0.02,0.00,"dui70.dll",
11,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
12,"[dui70.dll]",3,1,0.01,0.00,"dui70.dll",
13,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
14,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
14,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
11,"[ntdll.dll]",3,2,0.01,0.00,"ntdll.dll",
12,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
13,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
14,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
11,"[SHCore.dll]",1,1,0.00,0.00,"SHCore.dll",
10,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
11,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
12,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
13,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
9,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
9,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
9,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
9,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
8,"[shell32.dll]",19,19,0.05,0.05,"shell32.dll",
8,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
9,"[duser.dll]",3,0,0.01,0.00,"duser.dll",
10,"[duser.dll]",3,1,0.01,0.00,"duser.dll",
11,"[duser.dll]",2,0,0.00,0.00,"duser.dll",
12,"[duser.dll]",2,0,0.00,0.00,"duser.dll",
13,"[ntdll.dll]",2,2,0.00,0.00,"ntdll.dll",
8,"[ntdll.dll]",3,3,0.01,0.01,"ntdll.dll",
8,"[comctl32.dll]",1,1,0.00,0.00,"comctl32.dll",
7,"[propsys.dll]",46,23,0.11,0.06,"propsys.dll",
8,"[clbcatq.dll]",23,0,0.06,0.00,"clbcatq.dll",
9,"[clbcatq.dll]",23,0,0.06,0.00,"clbcatq.dll",
10,"[clbcatq.dll]",22,0,0.05,0.00,"clbcatq.dll",
11,"[clbcatq.dll]",22,0,0.05,0.00,"clbcatq.dll",
12,"[clbcatq.dll]",21,0,0.05,0.00,"clbcatq.dll",
13,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
14,"[clbcatq.dll]",18,1,0.04,0.00,"clbcatq.dll",
15,"[clbcatq.dll]",15,2,0.04,0.00,"clbcatq.dll",
16,"[KernelBase.dll]",9,9,0.02,0.02,"KernelBase.dll",
16,"[clbcatq.dll]",4,1,0.01,0.00,"clbcatq.dll",
17,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
15,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
15,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
13,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
12,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
10,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
7,"[combase.dll]",45,9,0.11,0.02,"combase.dll",
8,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
9,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
10,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
11,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
12,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
13,"[clbcatq.dll]",16,0,0.04,0.00,"clbcatq.dll",
14,"[clbcatq.dll]",15,1,0.04,0.00,"clbcatq.dll",
15,"[clbcatq.dll]",9,0,0.02,0.00,"clbcatq.dll",
16,"[clbcatq.dll]",5,0,0.01,0.00,"clbcatq.dll",
17,"[KernelBase.dll]",4,4,0.01,0.01,"KernelBase.dll",
17,"[clbcatq.dll]",1,0,0.00,0.00,"clbcatq.dll",
18,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
16,"[KernelBase.dll]",4,4,0.01,0.01,"KernelBase.dll",
15,"[KernelBase.dll]",5,5,0.01,0.01,"KernelBase.dll",
14,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
13,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
8,"[comdlg32.dll]",18,0,0.04,0.00,"comdlg32.dll",
9,"[comdlg32.dll]",18,0,0.04,0.00,"comdlg32.dll",
10,"[comdlg32.dll]",18,0,0.04,0.00,"comdlg32.dll",
11,"[comdlg32.dll]",18,0,0.04,0.00,"comdlg32.dll",
12,"[KernelBase.dll]",8,8,0.02,0.02,"KernelBase.dll",
12,"[shell32.dll]",5,5,0.01,0.01,"shell32.dll",
12,"[comdlg32.dll]",5,0,0.01,0.00,"comdlg32.dll",
13,"[comdlg32.dll]",5,0,0.01,0.00,"comdlg32.dll",
14,"[KernelBase.dll]",5,5,0.01,0.01,"KernelBase.dll",
7,"[winspool.drv]",26,0,0.06,0.00,"winspool.drv",
8,"[winspool.drv]",22,0,0.05,0.00,"winspool.drv",
9,"[rpcrt4.dll]",19,17,0.05,0.04,"rpcrt4.dll",
10,"[winspool.drv]",2,0,0.00,0.00,"winspool.drv",
11,"[rpcrt4.dll]",2,2,0.00,0.00,"rpcrt4.dll",
9,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
8,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
8,"[ntdll.dll]",2,2,0.00,0.00,"ntdll.dll",
7,"[rpcrt4.dll]",14,14,0.03,0.03,"rpcrt4.dll",
7,"[shlwapi.dll]",1,1,0.00,0.00,"shlwapi.dll",
7,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
6,"[rpcrt4.dll]",4,4,0.01,0.01,"rpcrt4.dll",
6,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
4,"[comdlg32.dll]",156,0,0.37,0.00,"comdlg32.dll",
5,"[comdlg32.dll]",156,0,0.37,0.00,"comdlg32.dll",
6,"[comdlg32.dll]",154,0,0.37,0.00,"comdlg32.dll",
7,"[comdlg32.dll]",143,0,0.34,0.00,"comdlg32.dll",
8,"[comdlg32.dll]",75,0,0.18,0.00,"comdlg32.dll",
9,"[winspool.drv]",71,0,0.17,0.00,"winspool.drv",
10,"[winspool.drv]",57,0,0.14,0.00,"winspool.drv",
11,"[winspool.drv]",57,0,0.14,0.00,"winspool.drv",
12,"[winspool.drv]",31,0,0.07,0.00,"winspool.drv",
13,"[KernelBase.dll]",15,15,0.04,0.04,"KernelBase.dll",
13,"[rpcrt4.dll]",15,11,0.04,0.03,"rpcrt4.dll",
14,"[winspool.drv]",4,0,0.01,0.00,"winspool.drv",
15,"[rpcrt4.dll]",4,4,0.01,0.01,"rpcrt4.dll",
13,"[winspool.drv]",1,0,0.00,0.00,"winspool.drv",
14,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
12,"[KernelBase.dll]",24,24,0.06,0.06,"KernelBase.dll",
12,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
12,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
10,"[rpcrt4.dll]",14,14,0.03,0.03,"rpcrt4.dll",
9,"[comdlg32.dll]",4,0,0.01,0.00,"comdlg32.dll",
10,"[ntdll.dll]",4,3,0.01,0.01,"ntdll.dll",
11,"[winspool.drv]",1,0,0.00,0.00,"winspool.drv",
12,"[winspool.drv]",1,0,0.00,0.00,"winspool.drv",
13,"[winspool.drv]",1,0,0.00,0.00,"winspool.drv",
14,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
8,"[winspool.drv]",66,1,0.16,0.00,"winspool.drv",
9,"[winspool.drv]",53,0,0.13,0.00,"winspool.drv",
10,"[winspool.drv]",50,0,0.12,0.00,"winspool.drv",
11,"[rpcrt4.dll]",30,25,0.07,0.06,"rpcrt4.dll",
12,"[winspool.drv]",5,0,0.01,0.00,"winspool.drv",
13,"[rpcrt4.dll]",5,5,0.01,0.01,"rpcrt4.dll",
11,"[winspool.drv]",19,0,0.05,0.00,"winspool.drv",
12,"[winspool.drv]",19,0,0.05,0.00,"winspool.drv",
13,"[KernelBase.dll]",12,12,0.03,0.03,"KernelBase.dll",
13,"[rpcrt4.dll]",7,7,0.02,0.02,"rpcrt4.dll",
11,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
10,"[rpcrt4.dll]",3,3,0.01,0.01,"rpcrt4.dll",
9,"[rpcrt4.dll]",11,11,0.03,0.03,"rpcrt4.dll",
9,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
8,"[gdi32full.dll]",1,1,0.00,0.00,"gdi32full.dll",
8,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
7,"[winspool.drv]",11,0,0.03,0.00,"winspool.drv",
8,"[winspool.drv]",11,0,0.03,0.00,"winspool.drv",
9,"[winspool.drv]",11,0,0.03,0.00,"winspool.drv",
10,"[rpcrt4.dll]",10,9,0.02,0.02,"rpcrt4.dll",
11,"[winspool.drv]",1,0,0.00,0.00,"winspool.drv",
12,"[rpcrt4.dll]",1,1,0.00,0.00,"rpcrt4.dll",
10,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
6,"[winspool.drv]",2,0,0.00,0.00,"winspool.drv",
7,"[winspool.drv]",2,1,0.00,0.00,"winspool.drv",
8,"[winspool.drv]",1,0,0.00,0.00,"winspool.drv",
9,"[rpcrt4.dll]",1,1,0.00,0.00,"rpcrt4.dll",
3,"[clr.dll]","1,647","1,647",3.94,3.94,"clr.dll",
3,"FoodMazaPos.Cashier.Timercheckingstock",457,1,1.09,0.00,"FoodMazaPos.exe",
4,"[System.Windows.Forms.ni.dll]",344,195,0.82,0.47,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.updatestocks.updatestocks_Load",149,0,0.36,0.00,"FoodMazaPos.exe",
6,"FoodMazaPos.updatestocks.LoadGridView1",84,0,0.20,0.00,"FoodMazaPos.exe",
7,"[System.Windows.Forms.ni.dll]",82,82,0.20,0.20,"System.Windows.Forms.ni.dll",
7,"[System.Data.ni.dll]",2,2,0.00,0.00,"System.Data.ni.dll",
6,"FoodMazaPos.updatestocks.ToFillGridview",39,0,0.09,0.00,"FoodMazaPos.exe",
7,"[System.Windows.Forms.ni.dll]",37,37,0.09,0.09,"System.Windows.Forms.ni.dll",
7,"[System.Data.ni.dll]",2,2,0.00,0.00,"System.Data.ni.dll",
6,"FoodMazaPos.updatestocks.dgv_1",21,0,0.05,0.00,"FoodMazaPos.exe",
7,"[System.Windows.Forms.ni.dll]",21,21,0.05,0.05,"System.Windows.Forms.ni.dll",
6,"[clr.dll]",5,5,0.01,0.01,"clr.dll",
4,"FoodMazaPos.updatestocks..ctor",110,0,0.26,0.00,"FoodMazaPos.exe",
5,"[mscorlib.ni.dll]",79,79,0.19,0.19,"mscorlib.ni.dll",
5,"[clr.dll]",22,22,0.05,0.05,"clr.dll",
5,"FoodMazaPos.updatestocks.InitializeComponent",7,0,0.02,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",7,7,0.02,0.02,"System.Windows.Forms.ni.dll",
5,"[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,"System.Windows.Forms.ni.dll",
4,"[System.Data.ni.dll]",1,1,0.00,0.00,"System.Data.ni.dll",
4,"[clr.dll]",1,1,0.00,0.00,"clr.dll",
3,"FoodMazaPos.Cashier.inventoryFunctionality",17,1,0.04,0.00,"FoodMazaPos.exe",
4,"[System.Data.ni.dll]",16,16,0.04,0.04,"System.Data.ni.dll",
3,"[System.Data.ni.dll]",13,13,0.03,0.03,"System.Data.ni.dll",
3,"[mscorlib.ni.dll]",1,1,0.00,0.00,"mscorlib.ni.dll",
2,"FoodMazaPos.Cashier.btnRefresh_Click","2,705",0,6.47,0.00,"FoodMazaPos.exe",
3,"[System.Drawing.ni.dll]","2,144","2,144",5.13,5.13,"System.Drawing.ni.dll",
3,"FoodMazaPos.Cashier.Loadproducts",258,0,0.62,0.00,"FoodMazaPos.exe",
4,"[System.Windows.Forms.ni.dll]",202,197,0.48,0.47,"System.Windows.Forms.ni.dll",
5,"[safemon.dll]",5,0,0.01,0.00,"safemon.dll",
6,"[KernelBase.dll]",5,5,0.01,0.01,"KernelBase.dll",
4,"[System.Data.ni.dll]",55,55,0.13,0.13,"System.Data.ni.dll",
4,"[mscorlib.ni.dll]",1,1,0.00,0.00,"mscorlib.ni.dll",
3,"FoodMazaPos.Cashier.Loadcategory",158,0,0.38,0.00,"FoodMazaPos.exe",
4,"[System.Windows.Forms.ni.dll]",121,117,0.29,0.28,"System.Windows.Forms.ni.dll",
5,"[safemon.dll]",4,0,0.01,0.00,"safemon.dll",
6,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
6,"[safemon.dll]",1,1,0.00,0.00,"safemon.dll",
4,"[System.Data.ni.dll]",36,36,0.09,0.09,"System.Data.ni.dll",
4,"[System.ni.dll]",1,1,0.00,0.00,"System.ni.dll",
3,"[System.Windows.Forms.ni.dll]",145,145,0.35,0.35,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Cashier.aAAToolStripMenuItem_Click","1,313",0,3.14,0.00,"FoodMazaPos.exe",
3,"FoodMazaPos.Inventory..ctor",720,0,1.72,0.00,"FoodMazaPos.exe",
4,"[clr.dll]",234,234,0.56,0.56,"clr.dll",
4,"[mscorlib.ni.dll]",186,186,0.44,0.44,"mscorlib.ni.dll",
4,"FoodMazaPos.Inventory.InitializeComponent",156,0,0.37,0.00,"FoodMazaPos.exe",
5,"[System.Windows.Forms.ni.dll]",99,99,0.24,0.24,"System.Windows.Forms.ni.dll",
5,"[System.Windows.Forms.DataVisualization.ni.dll]",49,49,0.12,0.12,"System.Windows.Forms.DataVisualization.ni.dll",
5,"[clr.dll]",4,4,0.01,0.01,"clr.dll",
5,"[mscorlib.ni.dll]",3,3,0.01,0.01,"mscorlib.ni.dll",
5,"[System.Drawing.ni.dll]",1,1,0.00,0.00,"System.Drawing.ni.dll",
4,"FoodMazaPos.Inventory.InventoryHeaderInfo",107,0,0.26,0.00,"FoodMazaPos.exe",
5,"[System.Data.ni.dll]",53,53,0.13,0.13,"System.Data.ni.dll",
5,"[System.Windows.Forms.ni.dll]",50,50,0.12,0.12,"System.Windows.Forms.ni.dll",
5,"[mscorlib.ni.dll]",4,4,0.01,0.01,"mscorlib.ni.dll",
4,"[System.Windows.Forms.ni.dll]",19,19,0.05,0.05,"System.Windows.Forms.ni.dll",
4,"FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay",17,0,0.04,0.00,"FoodMazaPos.exe",
5,"[mscorlib.ni.dll]",8,8,0.02,0.02,"mscorlib.ni.dll",
5,"[System.Data.ni.dll]",6,6,0.01,0.01,"System.Data.ni.dll",
5,"[System.Windows.Forms.ni.dll]",3,3,0.01,0.01,"System.Windows.Forms.ni.dll",
4,"[System.Windows.Forms.DataVisualization.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.DataVisualization.ni.dll",
3,"[System.Windows.Forms.ni.dll]",593,504,1.42,1.21,"System.Windows.Forms.ni.dll",
4,"FoodMazaPos.Inventory.Inventory_Load",85,0,0.20,0.00,"FoodMazaPos.exe",
5,"[System.Windows.Forms.DataVisualization.ni.dll]",29,29,0.07,0.07,"System.Windows.Forms.DataVisualization.ni.dll",
5,"[clr.dll]",20,20,0.05,0.05,"clr.dll",
5,"FoodMazaPos.Inventory.LoadGridView3",8,0,0.02,0.00,"FoodMazaPos.exe",
6,"[System.Data.ni.dll]",6,6,0.01,0.01,"System.Data.ni.dll",
6,"[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.Inventory.LoadGridView4",6,0,0.01,0.00,"FoodMazaPos.exe",
6,"[System.Data.ni.dll]",4,4,0.01,0.01,"System.Data.ni.dll",
6,"[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.Inventory.LoadChart4",6,0,0.01,0.00,"FoodMazaPos.exe",
6,"[System.Data.ni.dll]",6,6,0.01,0.01,"System.Data.ni.dll",
5,"FoodMazaPos.Inventory.LoadChart3",5,0,0.01,0.00,"FoodMazaPos.exe",
6,"[System.Data.ni.dll]",5,5,0.01,0.01,"System.Data.ni.dll",
5,"FoodMazaPos.Inventory.LoadChart5",5,0,0.01,0.00,"FoodMazaPos.exe",
6,"[System.Data.ni.dll]",5,5,0.01,0.01,"System.Data.ni.dll",
5,"FoodMazaPos.Inventory.LoadGridView2",3,0,0.01,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,"System.Windows.Forms.ni.dll",
6,"[System.Data.ni.dll]",1,1,0.00,0.00,"System.Data.ni.dll",
5,"FoodMazaPos.Inventory.LoadChart2",2,1,0.00,0.00,"FoodMazaPos.exe",
6,"[mscorlib.ni.dll]",1,1,0.00,0.00,"mscorlib.ni.dll",
5,"FoodMazaPos.Inventory.FoucsTextBoxes",1,0,0.00,0.00,"FoodMazaPos.exe",
6,"[clr.dll]",1,1,0.00,0.00,"clr.dll",
4,"[safemon.dll]",4,1,0.01,0.00,"safemon.dll",
5,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
2,"FoodMazaPos.Login.btnLogin_Click",936,0,2.24,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",844,194,2.02,0.46,"System.Windows.Forms.ni.dll",
4,"FoodMazaPos.Cashier.Cashier_Load",648,0,1.55,0.00,"FoodMazaPos.exe",
5,"[System.Drawing.ni.dll]",535,535,1.28,1.28,"System.Drawing.ni.dll",
5,"FoodMazaPos.Cashier.Loadproducts",58,0,0.14,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",48,48,0.11,0.11,"System.Windows.Forms.ni.dll",
6,"[System.Data.ni.dll]",10,10,0.02,0.02,"System.Data.ni.dll",
5,"FoodMazaPos.Cashier.Loadcategory",31,0,0.07,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",26,26,0.06,0.06,"System.Windows.Forms.ni.dll",
6,"[System.Data.ni.dll]",5,5,0.01,0.01,"System.Data.ni.dll",
5,"FoodMazaPos.Cashier.Dgv_1",19,0,0.05,0.00,"FoodMazaPos.exe",
